Title,Date,Summary
Rusia Berencana Legalkan Stablecoin untuk Transaksi Lintas Negara,"Kamis, 04 Juli 2024","Pemerintah Rusia tampaknya akan mengesahkan penggunaan stablecoin untuk transaksi lintas negara di tengah sanksi internasional terhadap negara tersebut.Menurut media lokalIzvestiapada Rabu (3/7/2024), Wakil Ketua Bank Sentral Rusia, Alexei Guznov, mengungkapkan bahwa pihaknya sedang merumuskan proposal yang akan melegalkan penggunaan stablecoin untuk pembayaran global."
"Pengguna Blur Jadi Korban Phishing, NFT Senilai Rp3,9 Miliar Lenyap","Rabu, 03 Juli 2024","Seorang pengguna marketplace Blur mengalami kerugian senilai US$240 ribu, atau sekitar Rp3,9 miliar, setelah menjadi korban penipuanphishingyang mengakibatkan hilangnya beberapa koleksinon-fungible token(NFT) miliknya.Dalam kanal Telegram,ZachXBTmelaporkan bahwa insiden ini menyebabkan hilangnya 6 koleksi NFT Bored Ape Yacht Club (BAYC), 40 Beanz, dan tiga Elementals.NFT yang dikuras ke alamat pencuri."
"Harga Bitcoin Merosot ke Level US$60 Ribu, Ini Pemicunya!","Rabu, 03 Juli 2024","Harga Bitcoin (BTC) telah jatuh di bawah angka penting US$61.000, dengan penurunan 3,5% dalam 24 jam terakhir, diperdagangkan pada US$60.333, Rabu (3/7).Gambar: Penurunan harga BTC dalam 24 jam terakhir."
"Jaringan Bittensor Terhenti, Harga TAO Anjlok!","Rabu, 03 Juli 2024","Bittensor, sebuah blockchain yang berfokus pada teknologi kecerdasan buatan (AI), mengalami gangguan akibat dugaan peretasan yang menargetkan beberapawalletpengguna."
Narasi Ini Diproyeksi Ramaikan Kripto di Paruh Kedua 2024,"Rabu, 03 Juli 2024","Di paruh kedua 2024 muncul beberapa narasi yang diprediksi akan meramaikan pasar kripto.Laporan CC datamenyebutkan setidaknya ada empat narasi penting, yakni aset dunia nyata (RWA), perpaduan antara kripto dan AI, memecoin, dan stablecoin.Real World AssetsRWA memungkinkan kepemilikan pecahan atas aset seperti real estat, seni, dan komoditas, menjadikannya lebih mudah diakses dan diperdagangkan."
Consensys Digugat SEC Terkait Layanan MetaMask,"Rabu, 03 Juli 2024","Komisi Sekuritas dan Bursa Amerika Serikat (SEC) telah mengambil langkah hukum terhadap Consensys, salah satu perusahaan pengembang Ethereum.Gugatan ini diajukan dengan tuduhan bahwa Consensys menawarkanwalletkripto MetaMask yang bertindak sebagai broker sekuritas yang tidak sah dan menjual sekuritas kripto yang tak terdaftar.Baca juga:QRIS Tersedia di MetaMask, Apakah Ini Menyalahi Aturan?Menurutrilis perspada 28 Juni, SEC menuduh Consensys telah mengumpulkan lebih dari US$250 juta sejak tahun 2020 melalui layanan MetaMask Swaps."
"Analis Optimis Performa Ethereum akan Lampaui Bitcoin, Ini Alasannya!","Rabu, 03 Juli 2024",Sebuah prediksi dari K33 Research menunjukkan bahwa kinerja harga Ethereum akan melampaui Bitcoin dalam beberapa minggu setelah Exchange-Traded Fund (ETF) Ethereum spot diluncurkan di Amerika Serikat.Baca juga:Gary Gensler Targetkan Persetujuan ETF Ethereum Spot pada September 2024Antusiasme terhadap peluncuran ETF spot Ethereum semakin meningkat setelah munculnyaspekulasi bahwaproduk investasi kripto tersebut akan diluncurkan pada 8 Juli mendatang.
Merger Aliansi Token AI Resmi Masuki Fase Pertama,"Rabu, 03 Juli 2024","Pada 1 Juli 2024, penggabungan tiga token kripto AI termasuk Fetch.ai (FET), SingularityNET (AGIX), dan Ocean Protocol (OCEAN) secara resmi memasuki fase pertama."
Iuran Jaminan Sosial di Filipina Bisa Dibayar Pakai Kripto,"Selasa, 02 Juli 2024","Pada tanggal 1 Juli 2024, Tether mengumumkan bahwa warga negara Filipina dapat menggunakanUSDTuntuk membayar iuran jaminan sosial mereka.Gambar: Kerja sama Tether dengan UQUID Filipina."
5 Aset Kripto Potensial Layak Diperhatikan Juli 2024,"Selasa, 02 Juli 2024","Juli 2024 telah tiba, dan dunia kripto masih akan menawarkan peluang menarik."
"AS dan Jerman Lanjut Jual Kripto Senilai Rp2,4 Triliun, Harga BTC Koreksi","Selasa, 02 Juli 2024","Pemerintah Amerika Serikat dan Jerman secara kolektif telah memindahkan aset kripto terutama Bitcoin senilai lebih dari US$150 juta atau setara dengan Rp2,4 triliun.Pada tanggal 1 Juli, pemerintah Jerman memindahkan 1.500 Bitcoin senilai sekitar US$94,94 juta."
Peretas Pusat Data Nasional  RI Minta Donasi dalam Bentuk Monero (XRM),"Selasa, 02 Juli 2024","Sejak 20 Juni 2024, pemerintah dibuat kalang kabut menangani seranganransomwaredari kelompok Brain Chiper terhadap Pusat Data Nasional Sementara (PDNS) 2 di Surabaya."
Trader Meme Coin BAKED Sukses Raih Profit Rp49 Miliar dalam 30 Menit,"Selasa, 02 Juli 2024","Lookonchain pada 1 Juli 2024 melaporkan seorangtraderberhasil mengubah 70 SOL bernilai sekitar US$9.923 (Rp162 juta) menjadi US$3 juta (Rp49,2 miliar) hanya dalam 30 menit melaluimeme coinBAKED.Traderini membeli 81,78 juta $BAKED dari pool Raydium dan dengan cepat menjual tokennya dalam 76 transaksi."
Circle Jadi Penerbit Stablecoin Pertama Berlisensi MiCA,"Selasa, 02 Juli 2024","Diumumkan pada 1 Juli 2024 waktu setempat, Circle menjadi penerbit stablecoin pertama yang menerima persetujuan peraturan di bawah kerangka Pasar dalam Aset Kripto (MiCA) Uni Eropa.Circle telah mendirikan kantor pusat Eropa di Prancis dan menerima lisensi uang elektronik dari regulator keuangan Prancis, Autorité de Contrôle Prudentiel et de Résolution (ACPR)."
E-commerce Jepang Adakan Acara Berhadiah Bitcoin Gratis!,"Selasa, 02 Juli 2024","Perusahaane-commerceJepang, Mercari, melalui anak perusahaan kriptonya, Mercoin, meluncurkan acara“Invitation Campaign”berhadiah Bitcoin."
Flipster Berikan Insentif Ratusan USDT kepada Trader Futures,"Selasa, 02 Juli 2024","Pasar derivatif kripto terus berkembang pesat dengan volume perdagangan bulanan mencapai US$1,33 triliun pada September 2023.Keunggulan derivatif kripto dalam menghasilkan keuntungan di berbagai kondisi pasar menjadikannya semakin diminati."
Meme Coin Base Dawgz Luncurkan Program Berhadiah Khusus untuk Komunitas,"Selasa, 02 Juli 2024",Pasar meme coin telah menjadi salah satu sektor kripto yang paling bernilai.
Kerugian Kripto Akibat Deepfake Ditaksir Hampir US$25 Miliar di 2024,"Senin, 01 Juli 2024","Sebuah riset dariBitgetbaru-baru ini memproyeksikan bahwa kerugian kripto akibat kejahatan yang menggunakan teknologideepfakedapat mencapai US$25 miliar pada 2024.Sebagai informasi,deepfakeadalah gambar atau video yang dihasilkan oleh teknologi kecerdasan buatan (AI) dengan menggunakan metodedeep machine learning."
"Sony Group Akuisisi Amber Group, Eksplorasi Bisnis Trading Crypto","Senin, 01 Juli 2024","Amber Japan, perusahaan yang dikenal mengelola layanan perdagangan kripto WhaleFin, telah resmi berganti nama menjadi S.BLOX per 1 Juli 2024."
Perusahaan Jepang Ini Borong Bitcoin Bernilai Hampir Rp20 Miliar!,"Senin, 01 Juli 2024",Metaplanet Inc.
3 Tips Investasi Kripto untuk Pemula dari CEO Binance,"Senin, 01 Juli 2024","Richard Teng, CEOexchangekripto Binance, memberikan beberapa saran bagi para investor yang tertarik untuk terjun ke dunia aset kripto.Baca juga:Mengenal Richard Teng CEO Baru Binance Asal SingapuraDalam sebuah postingan di X pada 26 Juni, Teng membagikan tiga tips utama yang dapat diikuti oleh para pemula untuk memulai  investasi kripto.From time to time, people ask me: “How can I start my crypto journey?”Here are my 3 tips:1."
"Harga Bitcoin Miliki Potensi Bullish di Juli 2024, Ini Buktinya!","Senin, 01 Juli 2024",Juli seringkali menjadi periode pemulihan bagi harga Bitcoin.
"Arkham Ungkap Kekayaan Vitalik Buterin, Segini Totalnya!","Senin, 01 Juli 2024","Riset terbaru dari perusahaan analitikon-chain,Arkham Intelligence, mengungkapkan bahwa total kekayaan Vitalik Buterin, Co-Founder Ethereum, diperkirakan mencapaiUS$552,86 jutapada Januari 2024 dan terus meningkat hinggaUS$857,8 jutapada saat ini.Data tersebut menunjukkan bahwa sebagian besar kekayaan Buterin berasal dari kepemilikan token Ether (ETH) dan berbagai investasi pada proyek kripto lainnya.Baca juga:Vitalik Buterin dan Tim Ajukan Proposal Baru untuk Perbaiki EthereumAwal Karir Buterin di Industri KriptoKarir Buterin di dunia kripto dimulai dengan mendirikan Bitcoin Magazine pada 2011 silam, di mana ia juga berperan sebagai penulis dan editor."
Game Telegram Pixelverse akan Luncurkan Token PIXFI di TON,"Senin, 01 Juli 2024","Pixelverse, ekosistemgameTelegram bertemakancyberpunk, akan meluncurkan token PIXFi di jaringanThe Open Network (TON)."
Awas Ada Token Floki Inu Palsu di Solana dan Base!,"Senin, 01 Juli 2024","Tim Floki Inu telah memperingatkan komunitasnya tentang token palsu yang meniru Floki Inu di jaringanSolanadanBase.Tim menekankan bahwa token ini tidak memiliki afiliasi dengan proyek Floki Inu yang sah, yang terutama beroperasi pada jaringan Ethereum dan Binance Smart Chain (BSC).Gambar: Cuitan Floki Inu perihal token palsu."
"Nilai Transaksi Kripto di Indonesia Tembus Rp260,9 Triliun Sepanjang 2024","Senin, 01 Juli 2024","Menurut data terbaru dari Badan Pengawas Perdagangan Berjangka Komoditi (Bappebti), nilai transaksi kripto di Indonesia mencapai Rp260,9 triliun sepanjang Januari hingga Mei 2024.Periode ini mencatat peningkatan sekitar 74,7% dibandingkan dengan total transaksi sepanjang tahun 2023.Pada Mei saja, Bappebti melaporkan nilai transaksi mencapai Rp49,82 triliun."
"Tindak Penghindar Pajak Kripto, Malaysia Gelar Operasi Khusus","Minggu, 30 Juni 2024","Lembaga Hasil Dalam Negeri Malaysia (LHDN) baru-baru ini meluncurkan operasi khusus dengan nama sandi Ops Token.Menurutrilis perspada 15 Juni, tujuan dari operasi Ops Token adalah untuk mengurangi kebocoran pendapatan pajak dari perdagangan aset kripto di Malaysia, serta meningkatkan administrasi pajak negara.Sebanyak 38 personel dari Polisi Diraja Malaysia (PDRM) dan CyberSecurity Malaysia (CSM) menggerebek 10 lokasi berbeda secara serentak di Lembah Klang."
Laporan Triple-A: 38 Juta Orang di Indonesia Punya Kripto,"Sabtu, 29 Juni 2024",Laporan terbaru dariTriple-AbertajukThe State of Global Cryptocurrency Ownership in 2024mengungkapkan 38 juta orang di Indonesia sudah mempunyai kripto.
"Kerugian Akibat Hack dan Scam Kripto Sentuh Rp9,3 Triliun di Q2 2024","Sabtu, 29 Juni 2024","Laporan terbaru dariImmunefimengungkapkan bahwa total kerugian akibat peretasan dan penipuan mencapai US$572,6 juta atau sekitar Rp9,3 triliun pada kuartal kedua 2024.Dalam laporannya, tercatat bahwa sekitar US$562,2 juta setara Rp9,1 triliun hilang akibat 53 kasus peretasan sepanjang periode tersebut, sementara 19 kasus penipuan menyebabkan kerugian sebesar US$8,45 juta atau sekitar Rp138 miliar.Secara keseluruhan, kerugian ini menunjukkan peningkatan lebih dari dua kali lipat dibandingkan dengan periode yang sama pada kuartal kedua 2023, di mana kerugian akibat penipuan dan peretasan mencapai US$265,4 juta atau Rp4,3 triliun.Eksploitasi Kripto Terbesar Sepanjang Q2Di antara insiden lainnya, peretasan terbesar dialami olehexchangekripto JepangDMM Bitcoinyang mengakibatkan kerugian sebesar US$305 juta atau hampir Rp5 triliun, dengan 4.502 Bitcoin dikuras pada 31 Mei."
5 Platform DeFi yang Layak Diperhatikan di 2024,"Sabtu, 29 Juni 2024","Dalam dunia DeFi yang terus berkembang, platform-platform DeFi baru terus muncul dengan inovasi dan solusi yang menarik untuk memaksimalkan potensi aset kripto."
5 Aset Kripto dengan Performa Terbaik di Paruh Pertama 2024,"Jumat, 28 Juni 2024","Pada paruh pertama 2024, sejumlah aset kripto telah menunjukkan performa signifikan dengan meraih kenaikan harga luar biasa."
Meme Coin Bertema Politik Terjun Bebas Pasca Debat Capres AS,"Jumat, 28 Juni 2024",Debat pertama calon presiden Amerika Serikat antara Donald Trump dan Joe Biden telah dimulai pada 27 Juni waktu Amerika Serikat.
Anggota Kongres AS Usulkan RUU Bayar Pajak dengan Bitcoin,"Jumat, 28 Juni 2024","Anggota Kongres AS, Matt Gaetz, mengusulkan rancangan undang-undang (RUU) agar pajak penghasilan federal bisa dibayar dengan Bitcoin."
Bank Bolivia Sekarang Bisa Proses Transaksi Pakai Kripto,"Jumat, 28 Juni 2024","Pada 26 Juni 2024, Bank Sentral Bolivia (BCB) secara resmimengumumkanbahwa bank-bank di Bolivia kini dapat memproses transaksi menggunakan kripto."
"VanEck Ajukan ETF Solana Spot di AS, Harga SOL Meroket","Jumat, 28 Juni 2024","VanEck, perusahaan manajemen aset di Amerika Serikat, mengajukan permohonan untuk meluncurkan produk Exchange-Traded Fund (ETF) Solana spot kepada Komisi Sekuritas dan Bursa AS (SEC)."
5 Narasi Kripto Potensial di Q3 2024,"Jumat, 28 Juni 2024","Kuartal ketiga tahun 2024 di dunia kripto diprediksi menandai fase perkembangan bagi beberapa narasi yang telah lama diperbincangkan.Artikel ini akan membahas lima narasi kripto potensial di kuartal ketiga 2024, serta bagaimana mereka dapat membentuk arah pasar selama Q3 2024.Artificial Intelligence (AI)Pada Juli 2024, tiga proyek kripto besar di bidang AI, yaitu Fetch.AI, SingularityNET, dan Ocean Protocol, akan menyelesaikanmergermereka untuk membentuk Artificial Superintelligence Alliance (ASI)."
Desa di Jepang Luncurkan NFT untuk Bantu Lansia,"Kamis, 27 Juni 2024","Yamakoshi, sebuah desa kecil di pegunungan Niigata, Jepang, telah berhasil menarik perhatian global dengan menjualnon-fungible token(NFT)sebagai upaya untuk membantu masyarakat desa yang didominasi lansia.Melalui proyek Neo-Yamakoshi Village, desa ini telah menjual Nishikigoi NFT yang dinamai berdasarkan jenis ikan koi yang terkenal.Menurut laporan baru oleh perusahaan riset dan konsultan JepangYuri Group, proyek ini telah mengumpulkan lebih dari US$423,000 melalui penjualan Nishikigoi NFT sejak diluncurkan pada tahun 2021.Pendapatannya telah disalurkan untuk inisiatif masyarakat, seperti menyelenggarakan hari olahraga untuk anak-anak sekolah setempat.Fungsi NFT Bagi Warga DesaNFT ini berfungsi sebagai identitas digital bagi para “warga digital” Yamakoshi dan sebagai token tata kelola yang memungkinkan mereka berpartisipasi dalam proses pemungutan suara yang dikelola oleh organisasi otonom terdesentralisasi(DAO)di desa tersebut.Penduduk Yamakoshi yang tinggal di desa mendapatkan Nishikigoi NFT secara gratis, sementara komunitas digital harus membelinya dengan harga dasar 0,0318 ETH melalui pasar NFT Magic Eden.Menurut laporan, jika strategi ini berhasil dan diterapkan di desa-desa lain, potensi pengumpulan dana di pedesaan Jepang bisa mencapai setengah miliar dolar.Baca juga:Survei Ungkap Mayoritas Investor Institusi Jepang Mau Investasi KriptoProyek NFT Desa Dapat Dukungan PemerintahProyek Desa Neo-Yamakoshi telah mendapatkan dukungan dari pemerintah Jepang, dengan Perdana Menteri Fumio Kishida yang melihat Web3 sebagai elemen penting dalam mencapai “Masyarakat 5.0” – sebuah visi untuk masyarakat yang lebih maju dan berkelanjutan dengan integrasi teknologi canggih.Proyek ini menerima pendanaan sebesar 10 juta yen (sekitar US$62.500) dari Partai Demokrat Liberal untuk menguji dan mengimplementasikan alat Web3.Namun, proyek ini juga menghadapi beberapa tantangan, termasuk kesulitan dalam menjelaskan teknologi dan manfaatnya kepada penduduk lanjut usia dan rendahnya partisipasi dalam pemungutan suara DAO."
Game Mobile FatBoy Bersiap Luncurkan Presale Token $FATTY,"Kamis, 27 Juni 2024","GameFatboy baru-baru ini mengumumkan peluncuran event prajual untuk token ekosistemnya, $FATTY.FatBoymerupakan sebuahgame play-to-earn(P2E) baru berbasismobileyang dikembangkan oleh CleevioX dan didukung oleh berbagai modal ventura.Gameini terinspirasi dari Tamagotchi, yang memungkinkan pengguna untuk memilih dan memelihara teman virtual unik mereka serta melakukan berbagai aktivitas."
"Token Blast Resmi Lakukan Airdrop, Harga Token Langsung Reli!","Kamis, 27 Juni 2024",Blast telah resmi meluncurkanairdroptoken utilitasnya BLAST pada Rabu (26/6/2024).
"FTX Ingin Bayar Ganti Rugi Uang Tunai, Kreditur Protes!","Kamis, 27 Juni 2024","FTX,exchangekripto yang mengalami kebangkrutan, sedang berupaya memperoleh persetujuan dari para krediturnya untuk mengembalikan aset mereka dalam bentuk tunai.Menurutpengajuan pengadilanpada 25 Juni, langkah ini dilakukan setelah FTX mendapatkan persetujuan dari Hakim John Dorsey dari Pengadilan Kebangkrutan Delaware."
AS Janjikan Hadiah Rp82 Miliar untuk Informasi  tentang ‘Ratu Kripto’ Buronan FBI,"Kamis, 27 Juni 2024","Pemerintah Amerika Serikatmengumumkantawaran hadiah sebesar US$5 juta atau setara dengan Rp82 miliar bagi siapa saja yang dapat memberikan informasi mengenai keberadaan “Ratu Kripto” Eropa, Ruja Ignatova, yang menjadi buronan FBI karena keterlibatannya dalam skema penipuan OneCoin.Baca juga:Pendiri OneCoin Masuk Daftar Buronan Tertinggi FBIIgnatova memulai aksi kejahatannya pada tahun 2014 di Bulgaria sebagai Co-Founder OneCoin Ltd."
Pemerintah AS Terindikasi akan Jual Bitcoin Senilai Rp4 Triliun,"Kamis, 27 Juni 2024","Pemerintah Amerika Serikat dilaporkan telah mentransfer 3.940 Bitcoin (setara dengan Rp4 triliun dalam harga saat ini) keexchangeCoinbase Prime pada tanggal 26 Juni.Para pengamat pasar melihat tindakan ini sebagai indikasi aksi jual, yang mengakibatkan harga Bitcoin turun ke level US$61.000.Baca juga:Harga Bitcoin Diprediksi ke US$50 Ribu Sebelum Reli, Ini Peluang InvestasinyaMenurut data dari Arkham Intelligence, Bitcoin yang ditransfer tersebut berasal dari hasil penyitaan terhadap penyelundup narkoba bernama Banmeet Singh.Update: US Government Sends $240M BTC to Coinbase PrimeThe US Government just moved 3,940 BTC ($240M) to Coinbase Prime.This BTC was originally seized from narcotics trafficker Banmeet Singh, and forfeited at trial in January 2024.Transaction:https://t.co/hZ1CwqWCmFpic.twitter.com/9t6k8Wdizq— Arkham (@ArkhamIntel)June 26, 2024Pada tahun 2019, Singh ditangkap oleh pihak berwenang Inggris di London atas tuduhan distribusi narkoba dan diekstradisi ke Amerika Serikat pada tahun 2023.Singh mengaku bersalah pada Januari 2024 karena mengoperasikan jaringan narkotika internasional dari rumahnya selama bertahun-tahun."
5 Token Unlock Terbesar Juli 2024,"Kamis, 27 Juni 2024","Berdasarkan dataToken Unlocks, terdapat aset kripto bernilai US$680 juta setara dengan Rp11,1 triliun yang akan dibuka.Unlocktoken di kripto mengacu pada proses di mana token yang sebelumnya dibekukan atau ditahan menjadi tersedia untuk diperdagangkan atau digunakan, sering kali sesuai dengan jadwal yang ditetapkan dalam whitepaper atau kesepakatan proyek.Proses tersebut dapat meningkatkan volatilitas pasar, menimbulkan tekanan jual, dan mempengaruhi persepsi pasar terhadap token, tergantung pada bagaimana pemegang token merespons.Artikel ini membahas lima kripto denganunlockterbesar pada bulan Juli 2024.AltLayer (ALT)ALT melakukanunlocktoken pada 25 Juli 2024 sebanyak 684,21 juta ALT atau 44,99% dari total sirkulasi."
Survei Ungkap Mayoritas Investor Institusi Jepang Mau Investasi Kripto,"Rabu, 26 Juni 2024",Aset digital terutama kripto terus menunjukkan pertumbuhan yang signifikan dalam lanskap investasi global.
BNB Chain Sediakan Likuiditas Rp14 Miliar untuk Kembangkan Ekosistem Meme Coin,"Rabu, 26 Juni 2024","BNB Chain merilis kampanye Meme Heroes dan menyediakan kumpulan likuiditas senilai US$900 ribu setara Rp14 miliar sebagai bentuk dukungan bagi ekosistem meme coin.Dukungan dana tersebut merupakan perpanjangan dari kampanye Meme Innovation yang bernilai US$1 juta, yang bertujuan untuk mempercepat inovasi koin meme di BNB Smart Chain (BSC).Baca juga:Binance Luncurkan Meme Coin Challenge Berhadiah US$1 JutaSejalan dengan misinya untuk memberikan kontribusi kembali kepada masyarakat dan menawarkan infrastruktur yang terbuka dan terukur, BNB Chain berkomitmen untuk menginvestasikan kembali semua pendapatan yang dihasilkan dari LP ini kembali ke ekosistem.Setiap pendapatan akan diarahkan ke dua alamat LP khusus yang telah ditentukan oleh BNB Chain, alamat bisa dicekdi sinidandi sini.Baca juga:BNB Chain dan Binance Labs Luncurkan Aliansi Inkubasi untuk Proyek Web3Tujuan Meme HeroesKampanye Meme Heroes bertujuan untuk meningkatkan likuiditas, mempromosikan lingkungan perdagangan yang stabil, dan aman bagi pengguna.Kriteria pemilihan proyek di Meme Heroes harus memenuhi beberapa syarat."
"Harga Bitcoin Diprediksi ke US$50 Ribu Sebelum Reli, Ini Peluang Investasinya","Rabu, 26 Juni 2024","Melihat aksi harga Bitcoin yang cenderungbearishbelakangan ini, beberapa analis memprediksi bahwa harga BTC akan turun lebih lanjut sebelum memulai kenaikan yang signifikan.Penurunan Harga Bitcoin dan Pola Double-TopSalah satu analis kripto, Markus Thielen dari10x Research, mengamati bahwa Bitcoin telah berulang kali gagal menembus levelresistance, membentuk poladouble-top.Gambar: Pola double top pada harga Bitcoin."
Solana Hadirkan Fitur Baru untuk Permudah Transaksi Kripto di Media Sosial,"Rabu, 26 Juni 2024","Pada tanggal 25 Juni, Solana Foundation mengumumkan peluncuran dua fitur baru yakni Solana Actions dan Solana Blinks, hasil kerja sama dengan pengembangtoolDialect.Kedua fitur ini dirancang untuk mempermudah transaksi kripto di berbagai situs web dan platform media sosial tanpa harus meninggalkan halaman yang mereka gunakan.Baca juga:Solana Diterpa Rumor sedang Diproses PenyelidikanSolana Actions dan BlinksMenurutsitus webSolana, Actions dan Blinks (Blockchain Links) memungkinkan pengguna untuk membuat dan mengirim transaksi kripto melalui URL di berbagai situs web atau platform.Sebagai contoh, pengguna dapat melakukan transaksi kripto tanpa harus meninggalkan platform X, sehingga memberikan pengalaman transaksi yang lebih mulus dan efisien.Fitur Actions dan Blinks untuk melakukan transaksi kripto di platform X."
"Akun X Band Metallica Dibobol, Dipakai Promosi Token Kripto Palsu","Rabu, 26 Juni 2024","Pada 26 Juni 2024, akun media sosial X milik bandheavy metalasal Amerika Serikat, Metallica, diduga telah diretas oleh pihak yang tidak bertanggung jawab."
5 Sektor Kripto Paling Menguntungkan di Paruh Pertama 2024,"Rabu, 26 Juni 2024","Paruh pertama 2024 berbagai sektor di industri kripto telah berlomba untuk memberikan inovasi dan keuntungan yang dapat menarik minat banyak investor.Berdasarkanrisetyang dilakukan oleh BitEye, CoinGecko, dan Wu Blockchain, terdapat setidaknya lima sektor kripto yang mencatatkan keuntungan tertinggi sepanjang tahun ini."
Bybit Geser Coinbase Sebagai Exchange Kripto Terbesar Kedua di Dunia,"Rabu, 26 Juni 2024",Sebuah riset dari Kaiko menunjukkan bahwa Bybit menempati posisi sebagaiexchangekripto terbesar kedua setelah Binance.
Analis Prediksi Dampak Ganti Rugi Bitcoin Mt. Gox Tak Separah Perkiraan,"Selasa, 25 Juni 2024","Analis dari Galaxy memperkirakan bahwa dampak pembayaran Bitcoin Mt.Gox kepada kreditor tidak akan sebesar yang diantisipasi oleh pasar.Dalampengumumanpada Senin (24/6/2024), Mt.Gox menyatakan bahwa pembayaran kembali dalam bentuk Bitcoin dan Bitcoin Cash (BCH) senilai sekitar US$9 miliar akan dilakukan pada awal Juli 2024."
Solana Diterpa Rumor sedang Diproses Penyelidikan,"Selasa, 25 Juni 2024","Crypto Bitlord, seoranginfluencerkripto yang memiliki lebih dari 300 ribu pengikut di X, mengklaim telah mendengar rumor bahwa Solana (SOL) tengah dalam proses penyelidikan."
Ekosistem TON Marak Jadi Sasaran Serangan Phishing,"Selasa, 25 Juni 2024","Blockchain The Open Network (TON) telah mengalami pertumbuhan yang pesat baru-baru ini, namun hal ini juga membawa peningkatan ancaman serangan phishing di jaringan tersebut.Baca juga:Mengenal Blockchain TON, The Open NetworkDalam postingan di X pada Senin (24/6/2024), Founder SlowMist, Yu Xian, menyoroti bahwa ekosistem TON, terutama Telegram, bersifat terbuka untuk semua orang."
Pemerintah Iran Sebut Game Hamster Kombat Ancam Stabilitas Negara,"Selasa, 25 Juni 2024","Hamster Kombat, permainan kriptotap-to-earnberbasis Telegram, tengah mendapatkan popularitas besar di seluruh dunia, termasuk di Iran."
Think Thank Korea Selatan Sebut ETF Kripto Bawa Risiko bagi Ekonomi Lokal,"Senin, 24 Juni 2024","Sebuah riset yang dilakukan olehthink thankKorea Selatan, organisasi penelitian yang berfokus pada ekonomi, mengungkapkan bahwa persetujuan Exchange-Traded Fund (ETF) kripto dapat membawa lebih banyak dampak negatif dibandingkan manfaat dalam keberlangsungan perekonomian negara tersebut.Dilansir dariNews1, peneliti Korea Finance Research Institute yang diwakili oleh Lee Bomi menyatakan bahwa pengenalan ETF kripto dapat mengancam keuangan ekonomi di Korea Selatan."
Presiden Argentina Javier Milei Nyatakan Dukungan Terhadap Bitcoin,"Senin, 24 Juni 2024","Presiden Argentina Javier Milei menegaskan kembali dukungannya untuk menggunakan Bitcoin (BTC) dan mata uang lainnya dalam perekonomian negaranya.Dalam sebuah postingan X pada 19 Juni 2024, Milei mengumumkan bahwa Argentina akan mendukung kompetisi pasar mata uang, termasuk Bitcoin."
"Rp86 Miliar Dicuri dari Exchange Kripto Turki, Binance Turun Tangan!","Senin, 24 Juni 2024","BtcTurk,exchangeterbesar di Turki, baru-baru ini menjadi korban serangan siber yang menyebabkan hilangnya aset darihot walletmereka.Kejadian ini mengundang perhatian CEO Binance, Richard Teng, yang mengumumkan bahwa Binance turut membantu dalam penyelidikan itu dan telah berhasil membekukan sekitar US$5,3 juta atau setara Rp86 miliar dalam bentuk aset kripto yang dicuri.“Tim investigasi dan keamanan kami bekerja sepanjang waktu sebagai bagian dari upaya proaktif kami untuk melindungi ekosistem dari pelaku kejahatan."
